ID,window,GC_percent,GC_skew,Shannon_entropy,31mer_diversity_canonical_false
NC_003070.9,630000,37.65,0.029482072,1.9520303804220616,9967
NC_003070.9,640000,34.52,0.017960602,1.9296082748187404,9922
NC_003070.9,650000,34.920002,-0.021191295,1.9286910730174593,9719
NC_003070.9,660000,36.899998,-0.03685637,1.9486041183296805,9970
NC_003070.9,670000,35.5,-0.025352113,1.9381779345087446,9970
NC_003070.9,680000,34.920002,0.010309278,1.932686201507324,9957
NC_003070.9,690000,37.41,-0.08206362,1.951940463970291,9970
NC_003070.9,700000,34.52,-0.03650058,1.9293282236899763,9970
NC_003070.9,710000,37.99,0.019742038,1.9578342941133124,9970
NC_003070.9,720000,39.46,-0.07551952,1.9659646550368803,9970
NC_003070.9,730000,37.27,-0.051247653,1.9478286097965776,9970
NC_003070.9,740000,38.98,-0.1251924,1.9556997492382493,9970
NC_003070.9,750000,38.620003,-0.05748317,1.9612349735698242,9970
NC_003070.9,760000,36.57,0.039649986,1.9458675654403383,9970
NC_003070.9,770000,36.23,0.04388628,1.9426460077384196,9947
NC_003070.9,780000,36.46,0.04827208,1.941674431579071,9970
NC_003070.9,790000,33.18,-0.07172996,1.9151647092789705,9918
NC_003070.9,800000,38.550003,-0.05214008,1.9584710302627366,9912
NC_003070.9,810000,37.07,0.086592935,1.9471088717518186,9970
NC_003070.9,820000,39.57,-0.015921153,1.9682364822462053,9970
NC_003070.9,830000,38.82,0.04018547,1.9628508448800113,9940
NC_003070.9,840000,39.7,0.07758187,1.9638982297327736,9970
NC_003070.9,850000,39.55,0.035145387,1.9669352423410391,9966
NC_003070.9,860000,36.64,-0.06495633,1.9454963321066374,9970
NC_003070.9,870000,34.4,-0.054651164,1.9263310740029298,9970
NC_003070.9,880000,41.02,-0.04485617,1.9709588789132964,9949
NC_003070.9,890000,39.43,0.04184631,1.9663956030114824,9905
NC_003070.9,900000,38.82,-0.0927357,1.9607996521240945,9970
NC_003070.9,910000,35.8,0.010055866,1.9409465934172543,9970
NC_003070.9,920000,36.8,0.021195652,1.9475411733292591,9970
NC_003070.9,930000,33.19,-0.017173847,1.916656925377028,9933
NC_003070.9,940000,37.329998,0.04795071,1.952310853833736,9970
NC_003070.9,950000,37.52,0.07356077,1.9530738502932818,9961
NC_003070.9,960000,36.86,-0.014107433,1.9484957837320236,9970
NC_003070.9,970000,37.87,-0.07472934,1.955482492627473,9970
NC_003070.9,980000,31.009998,0.008061916,1.8931877314903232,9970
NC_003070.9,990000,37.81,-0.004496165,1.9553498976674888,9970
NC_003070.9,1000000,39.87,0.0975671,1.966440585174697,9970
NC_003070.9,1010000,36.579998,0.04702023,1.9446251459067179,9970
NC_003070.9,1020000,38.48,0.024428274,1.9609528664869793,9970
NC_003070.9,1030000,38.14,0.035658102,1.955895031333403,9970
NC_003070.9,1040000,37.09,-0.015368024,1.9491459264534055,9970
NC_003070.9,1050000,37.35,-0.034002677,1.9513200434276599,9970
NC_003070.9,1060000,40.09,0.063108005,1.9677829379060015,9970
NC_003070.9,1070000,40.74,-0.055964652,1.9735940901143465,9970
NC_003070.9,1080000,38.36,-0.0114702815,1.959057764478171,9970
NC_003070.9,1090000,39.17,-0.021700282,1.9651962756550314,9970
NC_003070.9,1100000,37.88,0.036958817,1.9520220899659444,9970
NC_003070.9,1110000,34.98,-0.017152658,1.9335166474260674,9970
NC_003070.9,1120000,38.16,0.012054508,1.9548619425109703,9970
NC_003070.9,1130000,35.49,0.056072135,1.9373650641305382,9970
NC_003070.9,1140000,30.38,0.022383146,1.8857617440607921,9970
NC_003070.9,1150000,37.72,-0.014316013,1.9557766874091151,9970
NC_003070.9,1160000,38.34,-0.112676054,1.955389072371081,9970
NC_003070.9,1170000,34.88,-0.0045871558,1.9321424211010132,9970
NC_003070.9,1180000,33.46,-0.0023909146,1.9189621943125152,9970
NC_003070.9,1190000,38.07,-0.06488048,1.9547916503592766,9970
NC_003070.9,1200000,35.94,-0.001669449,1.9420470355984971,9970
NC_003070.9,1210000,35.440002,-0.016930023,1.9362316783294924,9970
NC_003070.9,1220000,39.51,-0.035180967,1.967647730838352,9970
NC_003070.9,1230000,34.5,0.014492754,1.9288677599507427,9970
NC_003070.9,1240000,37.03,-0.063462056,1.949353503220762,9970
NC_003070.9,1250000,36.829998,0.079554714,1.9475183075677667,9963
NC_003070.9,1260000,37.74,-0.04981452,1.9530124319545923,9793
NC_003070.9,1270000,37.25,0.07704698,1.950720438102045,9916
NC_003070.9,1280000,32.190002,-0.05560733,1.9056606135389433,9970
NC_003070.9,1290000,35.47,0.0019734988,1.9375980359872043,9943
NC_003070.9,1300000,37.7,-0.02387268,1.9554660062897784,9970
NC_003070.9,1310000,35.280003,-0.010204081,1.935332347282511,9970
NC_003070.9,1320000,35.670002,0.04962153,1.939053032091545,9970
NC_003070.9,1330000,38.510002,0.014282005,1.961274581493853,9970
NC_003070.9,1340000,37.36,-0.061027836,1.9523504263751692,9966
NC_003070.9,1350000,38.61,-0.042217042,1.9617202802146223,9970
NC_003070.9,1360000,39.76,0.036217302,1.969028485145023,9970
NC_003070.9,1370000,39.09,-0.07188539,1.962459671382259,9970
NC_003070.9,1380000,37.91,-0.08467423,1.952379970752453,9970
NC_003070.9,1390000,35.88,-0.022296544,1.9409482594135619,9961
NC_003070.9,1400000,40.81,-0.063464835,1.9736773840474937,9970
NC_003070.9,1410000,37.8,-0.015343916,1.9554524212694495,9970
NC_003070.9,1420000,38.710003,-0.07259106,1.9604328265766195,9970
NC_003070.9,1430000,35.18,0.03069926,1.9345533973428917,9970
NC_003070.9,1440000,37.68,-0.039808918,1.9553180538559563,9970
NC_003070.9,1450000,36.719997,0.036492374,1.9478155963317128,9602
NC_003070.9,1460000,37.62,-0.07177033,1.95382534977097,9970
NC_003070.9,1470000,35.88,-0.015050167,1.9408515044796122,9949
NC_003070.9,1480000,39.98,-0.12656328,1.9640998730284438,9921
NC_003070.9,1490000,38,-0.078947365,1.9563310438057837,9970
NC_003070.9,1500000,34.9,-0.06017192,1.9321207434256258,9970
NC_003070.9,1510000,37.89,-0.030351017,1.956661963710883,9970
NC_003070.9,1520000,35.13,-0.0076857386,1.9351798177530646,9970
NC_003070.9,1530000,35.77,0.002516075,1.9407420479144653,9922
NC_003070.9,1540000,35.97,-0.01973867,1.9412567001523915,9970
NC_003070.9,1550000,32.22,-0.0037243948,1.906239440085899,9970
NC_003070.9,1560000,34.46,0.07138711,1.9267290029905302,9970
NC_003070.9,1570000,36.46,-0.01206802,1.9460210069331296,9970
NC_003070.9,1580000,34.28,0.078179695,1.925555342032058,9970
NC_003070.9,1590000,37.079998,-0.017259978,1.9510608686790403,9970
NC_003070.9,1600000,35,-0.08457143,1.932245754443578,9970
NC_003070.9,1610000,37.07,-0.09144861,1.9489474781002036,9970
NC_003070.9,1620000,34.05,0.0055800295,1.9252020784593116,9970
NC_003070.9,1630000,38.33,-0.024784764,1.9558243067854886,9967
NC_003070.9,1640000,38.420002,-0.02602811,1.9584135208204851,9970
NC_003070.9,1650000,38.61,-0.022015022,1.9606031694292154,9970
NC_003070.9,1660000,38.04,-0.043638274,1.9507358918782631,9970
NC_003070.9,1670000,37.28,-0.012339056,1.9527502014804166,9970
NC_003070.9,1680000,37.79,0.04736703,1.954896471561995,9964
NC_003070.9,1690000,41.13,-0.0051057623,1.97560769454876,9970
NC_003070.9,1700000,35.59,-0.026692891,1.9390360567899203,9901
NC_003070.9,1710000,36.6,-0.03989071,1.9466480613354853,9914
NC_003070.9,1720000,37.82,-0.02115283,1.956638317174637,9970
NC_003070.9,1730000,37.04,0.017278617,1.9508912102842992,9963
NC_003070.9,1740000,35.65,0.033380084,1.9342751416987087,9970
NC_003070.9,1750000,35.74,-0.044767767,1.9392739007739195,9970
NC_003070.9,1760000,37.95,0.053491436,1.9516286634132982,9970
NC_003070.9,1770000,38.89,-0.007971201,1.9640595793183175,9970
NC_003070.9,1780000,35.64,0.039842874,1.9376941857970817,9967
NC_003070.9,1790000,37.149998,0.03472409,1.9485402543045058,9949
NC_003070.9,1800000,40.1,0.07032419,1.9700984757115874,9964
NC_003070.9,1810000,39.42,-0.011161847,1.9655713543667472,9964
NC_003070.9,1820000,36.73,-0.004083855,1.9454974951118058,9970
NC_003070.9,1830000,38.940002,0.03646636,1.9637275665881244,9885
NC_003070.9,1840000,36.43,0.00082349713,1.9461939879378753,9970
NC_003070.9,1850000,31.95,-0.014710485,1.903538859736472,9970
NC_003070.9,1860000,36.48,-0.030701755,1.945283708553975,9947
NC_003070.9,1870000,37.46,0.018152697,1.9537617074813385,9970
NC_003070.9,1880000,34.01,-0.03557777,1.922114439522784,9860
NC_003070.9,1890000,34.64,0.042725172,1.9287776974795006,9970
NC_003070.9,1900000,37.43,-0.023243388,1.9534792491940642,9956
NC_003070.9,1910000,39.35,0.047522236,1.966086640565012,9970
NC_003070.9,1920000,40.46,-0.0069204154,1.9732913014913116,9970
NC_003070.9,1930000,37.54,0.057538625,1.9529639586057033,9907
NC_003070.9,1940000,34.86,-0.027538726,1.9326133041926217,9913
NC_003070.9,1950000,36.7,0.013623978,1.9477793269005028,9970
NC_003070.9,1960000,37.79,0.094469436,1.954025148144627,9970
NC_003070.9,1970000,39.879997,-0.04012036,1.9683439322082832,9970
NC_003070.9,1980000,34.51,0.055346277,1.9263232441364042,9970
NC_003070.9,1990000,37.49,0.016271006,1.9483098701651411,9957
NC_003070.9,2000000,36,0.03277778,1.9412781978682143,9970
NC_003070.9,2010000,38.52,0.008307373,1.9614907221465683,9953
NC_003070.9,2020000,39.64,-0.013622603,1.9678153964283438,9970
NC_003070.9,2030000,37.55,-0.015712384,1.9542398116035458,9970
NC_003070.9,2040000,38.280003,0.009926855,1.958859206292483,9845
NC_003070.9,2050000,40.56,0.061143983,1.9730307695164404,9970
NC_003070.9,2060000,38.06,-0.084077775,1.9534172217267345,9970
NC_003070.9,2070000,39.02,-0.0568939,1.963873766345606,9970
NC_003070.9,2080000,39.41,0.0469424,1.966759163479868,9970
NC_003070.9,2090000,37.32,0.006430868,1.9518925891094154,9967
NC_003070.9,2100000,40.53,-0.0880829,1.969523156231335,9970
NC_003070.9,2110000,38.100002,-0.026771653,1.9568287552618013,9970
NC_003070.9,2120000,36.829998,-0.00081455335,1.9440827824065479,9970
NC_003070.9,2130000,37.29,0.0061678733,1.952682814053185,9970
NC_003070.9,2140000,41.05,-0.071863584,1.9748985257880267,9970
NC_003070.9,2150000,34.1,0,1.9257638414519036,9970
NC_003070.9,2160000,41.47,-0.03448276,1.9780684420709744,9970
NC_003070.9,2170000,37.68,0.0021231424,1.9556426717586224,9970
NC_003070.9,2180000,36.3,0.026446281,1.9448859648502355,9970
NC_003070.9,2190000,37.56,-0.035676252,1.954527195184102,9970
NC_003070.9,2200000,38.5,-0.09038961,1.958916952648373,9970
NC_003070.9,2210000,36.97,0.02623749,1.9496575658278186,9970
NC_003070.9,2220000,39.05,-0.030985916,1.96475295047183,9970
NC_003070.9,2230000,42.559998,-0.002349624,1.9839621413535593,9941
NC_003070.9,2240000,34.69,-0.01989046,1.9310901702132974,9970
NC_003070.9,2250000,39.85,0.04190715,1.9682308887436062,9970
NC_003070.9,2260000,37.18,0.036040884,1.9516911189319321,9970
NC_003070.9,2270000,39.36,-0.009654472,1.965227840530983,9970
NC_003070.9,2280000,38.690002,0.03902817,1.9581727547667582,9970
NC_003070.9,2290000,36.91,-0.09076131,1.94767906780762,9970
NC_003070.9,2300000,39.92,-0.009519038,1.97042920131044,9970
NC_003070.9,2310000,37.239998,0.04027927,1.9520521081110807,9968
NC_003070.9,2320000,38.48,-0.04002079,1.9607645913692398,9938
NC_003070.9,2330000,35.98,-0.080600336,1.9408236804989332,9970
NC_003070.9,2340000,36.82,-0.07278653,1.9477985362228267,9970
NC_003070.9,2350000,37.5,-0.060266666,1.9532676665264925,9970
NC_003070.9,2360000,35.06,0.013690815,1.9345466509604647,9970
NC_003070.9,2370000,36.329998,-0.02504817,1.9450469126899808,9970
NC_003070.9,2380000,36.59,-0.052746654,1.9461194968294853,9970
NC_003070.9,2390000,37.81,-0.030944195,1.953719180546002,9970
NC_003070.9,2400000,39.989998,0.0037509378,1.9708239509576035,9970
NC_003070.9,2410000,37.670002,-0.03530661,1.9522900428514816,9970
NC_003070.9,2420000,40.66,0.0796852,1.9727385047386674,9970
NC_003070.9,2430000,40.8,0.022058824,1.974683595635066,9970
NC_003070.9,2440000,38.36,-0.01459854,1.9604492843212054,9970
NC_003070.9,2450000,36.67,0.036814835,1.945447709460146,9970
NC_003070.9,2460000,39.1,0.052173913,1.9585532417099054,9232
NC_003070.9,2470000,37.850002,-0.027741084,1.9565348147643613,9970
NC_003070.9,2480000,37.71,-0.02572262,1.954833855455758,9970
NC_003070.9,2490000,38.25,0.060915034,1.9567893662111029,9921
NC_003070.9,2500000,37.48,-0.057630736,1.9505465530422859,9970
NC_003070.9,2510000,40.58,-0.03696402,1.9734662807630907,9970
NC_003070.9,2520000,34.46,-0.04991294,1.928523274170232,9970
NC_003070.9,2530000,37.6,-0.015425532,1.9549923243739735,9970
NC_003070.9,2540000,37.41,-0.04196739,1.9532844115491006,9909
NC_003070.9,2550000,38.04,-0.0446898,1.9552669744168483,9965
NC_003070.9,2560000,38.95,-0.03825417,1.9625070040265733,9970
NC_003070.9,2570000,37.28,0.058476396,1.9510879728467299,9970
NC_003070.9,2580000,37.86,-0.00264131,1.9567018692124853,9970
NC_003070.9,2590000,36.28,-0.017089305,1.9437028162657164,9951
NC_003070.9,2600000,36.61,0.06091232,1.940787363822356,9970
NC_003070.9,2610000,38.190002,0.035873264,1.9559434712145318,9970
NC_003070.9,2620000,36.269997,-0.0008271299,1.9444970353093303,9970
NC_003070.9,2630000,34.18,0.052077238,1.9252304001636305,9967
NC_003070.9,2640000,38.170002,0.01964894,1.9589273001666005,9963
NC_003070.9,2650000,39.309998,0.00839481,1.966231707338183,9970
NC_003070.9,2660000,39.67,0.1262919,1.9590165687932721,9970
NC_003070.9,2670000,33.62,-0.0148721,1.9209778516498583,9970
NC_003070.9,2680000,34.84,-0.016073478,1.9325054416404694,9970
NC_003070.9,2690000,38.02,-0.013677012,1.9576846743495468,9970
NC_003070.9,2700000,36.62,-0.006007646,1.9472627740880566,9970
NC_003070.9,2710000,38.72,0.050619833,1.9622159120442109,9970
NC_003070.9,2720000,35.7,-0.025770308,1.9383211988795646,9970
NC_003070.9,2730000,37.059998,0.06475985,1.9489220864374932,9970
NC_003070.9,2740000,37.59,0.030593242,1.9543456057018886,9970
NC_003070.9,2750000,36.92,-0.00595883,1.9489611508260505,9970
NC_003070.9,2760000,37.07,-0.011599677,1.9495591775959982,9970
NC_003070.9,2770000,35.550003,-0.019409282,1.936281415461595,9970
NC_003070.9,2780000,40.42,0.047006432,1.9717604351461184,9959
NC_003070.9,2790000,38.02,0.055234086,1.9573274036015387,9690
NC_003070.9,2800000,40.41,-0.017074982,1.9721879954439054,9970
NC_003070.9,2810000,38.54,0.020238712,1.9595808766567513,9970
NC_003070.9,2820000,37.01,-0.048365306,1.9501227163592596,9968
NC_003070.9,2830000,36.539997,-0.0711549,1.9456831555440666,9970
NC_003070.9,2840000,37.88,-0.011087645,1.952271621383877,9970
NC_003070.9,2850000,35.86,0.040713888,1.938492433446231,9970
NC_003070.9,2860000,34.01,0.026168775,1.9199332259811224,9955
NC_003070.9,2870000,33.37,-0.027869344,1.9183854235156685,9968
NC_003070.9,2880000,32.9,0.06990881,1.9117598053413223,9970
NC_003070.9,2890000,38.02,0.041557074,1.9555154231709024,9930
NC_003070.9,2900000,38.550003,0.023605706,1.9615640281630218,9970
NC_003070.9,2910000,35.65,-0.032258064,1.9394153664354905,9970
NC_003070.9,2920000,38.010002,0.052354645,1.9563060390237723,9005
NC_003070.9,2930000,39.46,-0.04510897,1.9670323498152125,9970
NC_003070.9,2940000,37.73,-0.03472038,1.9557845826561242,9970
NC_003070.9,2950000,38.16,-0.034067087,1.957929863597542,9970
NC_003070.9,2960000,37.81,-0.05263158,1.9556018631854257,9970
NC_003070.9,2970000,37.23,-0.027665861,1.952098923012536,9970
NC_003070.9,2980000,39.08,-0.039918117,1.9637408037152855,9970
NC_003070.9,2990000,34.850002,-0.0025824965,1.9322542307147748,9970
NC_003070.9,3000000,37.03,0.013232514,1.9501898846089238,9970
NC_003070.9,3010000,38.52,0.0041536866,1.9611194652658175,9970
NC_003070.9,3020000,38.34,-0.06520605,1.9591322203024375,9970
NC_003070.9,3030000,33.289997,-0.019525383,1.9177646152335672,9969
NC_003070.9,3040000,38.710003,0.04365797,1.961763554758352,9970
NC_003070.9,3050000,38.420002,0.017178552,1.9606430148746696,9970
NC_003070.9,3060000,37.28,-0.052038625,1.9519090551941893,9970
NC_003070.9,3070000,35.120003,0.0051252847,1.9349575752655304,9891
NC_003070.9,3080000,35.210003,0.047997728,1.9344522443655174,9899
NC_003070.9,3090000,32.43,-0.044711687,1.9084685264360979,9970
NC_003070.9,3100000,39.05,-0.13290653,1.959169304542944,9970
NC_003070.9,3110000,37.59,0.021016227,1.9549555774502125,9970
NC_003070.9,3120000,39.62,-0.05350833,1.9677262640443431,9970
NC_003070.9,3130000,37.63,0.005049163,1.9546276750916665,9970
NC_003070.9,3140000,39.379997,-0.054342307,1.9651035606160518,9654
NC_003070.9,3150000,39.96,-0.06356356,1.9677779045641313,9970
NC_003070.9,3160000,39.19,-0.09058433,1.9626309631585643,9970
NC_003070.9,3170000,40.19,0.022642449,1.9683152461879525,9970
NC_003070.9,3180000,36.5,0.013150685,1.9466996906824603,9970
NC_003070.9,3190000,35.54,0.0011254924,1.9384971304802796,9970
NC_003070.9,3200000,38.84,-0.07929969,1.9596050214783978,9970
NC_003070.9,3210000,38.21,0.020151792,1.9586757489635054,9970
NC_003070.9,3220000,36.14,0.011068068,1.943774286069424,9970
NC_003070.9,3230000,38.600002,-0.061139897,1.955325845900441,9955
NC_003070.9,3240000,34.66,-0.042700518,1.9303406044626552,9953
NC_003070.9,3250000,35.670002,0.0064479955,1.938469252680902,9970
NC_003070.9,3260000,36.71,0.0029964587,1.947477841954996,9956
NC_003070.9,3270000,36.96,0.023268398,1.9500441520240241,9970
NC_003070.9,3280000,38.32,0.011482255,1.9597940936408422,9970
NC_003070.9,3290000,38.52,0.07009346,1.9601387768052168,9970
NC_003070.9,3300000,37.69,-0.031573363,1.9487242815831194,9964
NC_003070.9,3310000,36.03,-0.045795172,1.942025322093648,9849
NC_003070.9,3320000,35.61,0.04296546,1.9281006354015164,9970
NC_003070.9,3330000,36.94,0.042230643,1.947657420918668,9970
NC_003070.9,3340000,44.45,-0.043869518,1.9897222061452682,9941
NC_003070.9,3350000,34.21,-0.048231512,1.9262263815628626,9970
NC_003070.9,3360000,38.39,0.0028653296,1.9603555323485367,9962
NC_003070.9,3370000,40.03,-0.041219085,1.970563755722929,9968
NC_003070.9,3380000,38.93,0.07526329,1.9601533981509234,9970
NC_003070.9,3390000,38.13,-0.067401,1.9576829717458275,9970
NC_003070.9,3400000,38.83,-0.03888746,1.9631848251664734,9970
NC_003070.9,3410000,38.870003,-0.027527656,1.9637146570160948,9970
NC_003070.9,3420000,37.61,-0.00026588675,1.9518023662684563,9957
NC_003070.9,3430000,34.47,-0.058311574,1.9274924854067588,9970
NC_003070.9,3440000,37.52,0.042110875,1.95409212960047,9970
NC_003070.9,3450000,32.13,-0.011515717,1.9056783767385856,9970
NC_003070.9,3460000,35.760002,0.057606265,1.935493335496965,9970
NC_003070.9,3470000,38.3,0.048041776,1.957806127340525,9970
NC_003070.9,3480000,36.1,0.043767314,1.9425226661728658,9970
NC_003070.9,3490000,37.28,0.06491416,1.9515195150058142,9970
NC_003070.9,3500000,35.04,-0.06278539,1.9333822598371566,9964
NC_003070.9,3510000,36.85,-0.0192673,1.9488465405310889,9970
NC_003070.9,3520000,36.53,0.03914591,1.9464558876115947,9962
NC_003070.9,3530000,32.32,0.023514852,1.9076601565112452,9961
NC_003070.9,3540000,37.05,-0.0008097166,1.949888472736607,9956
NC_003070.9,3550000,33.399998,-0.0077844313,1.9182693593245914,9970
NC_003070.9,3560000,33.95,0.024447717,1.923342675144056,9970
NC_003070.9,3570000,36.079998,0.04046563,1.9428990517727054,9970
NC_003070.9,3580000,32.36,-0.009270704,1.9080060411029045,9970
NC_003070.9,3590000,38.43,-0.02003643,1.9589498605899385,9970
NC_003070.9,3600000,36.32,0.002202643,1.9452945398982766,9970
NC_003070.9,3610000,37.34,-0.025174076,1.9480827378318524,9968
NC_003070.9,3620000,38.940002,-0.026707755,1.9632031980835132,9970
NC_003070.9,3630000,36.75,0.020952381,1.9483703146997051,9970
NC_003070.9,3640000,36.84,-0.0010857764,1.9490229713552734,9970
NC_003070.9,3650000,37.8,-0.04179894,1.9557814121135366,9970
NC_003070.9,3660000,37.71,-0.046937153,1.9534677337775728,9970
NC_003070.9,3670000,40.149998,-0.052054796,1.971026000726246,9970
NC_003070.9,3680000,37.920002,-0.043248944,1.9567787620586299,9970
NC_003070.9,3690000,39.39,0.054074638,1.9644854529170646,9970
NC_003070.9,3700000,35.420002,-0.0056465273,1.9377120978579536,9970
NC_003070.9,3710000,37.81,-0.027770432,1.9562211509352807,9970
NC_003070.9,3720000,35.56,0.05455568,1.9374839123509786,9970
NC_003070.9,3730000,36.39,-0.014564441,1.944387365833873,9970
NC_003070.9,3740000,37.43,0.03125835,1.9523428316042781,9970
NC_003070.9,3750000,35,0.06,1.92742581256394,9970
NC_003070.9,3760000,34.6,-0.042774566,1.9293631870669379,9970
NC_003070.9,3770000,36.51,-0.055601206,1.9460187762678638,9970
NC_003070.9,3780000,32.73,-0.044301864,1.9112209007184937,9965
NC_003070.9,3790000,38.27,0.045727722,1.953725389231744,9560
NC_003070.9,3800000,40.78,0.0053948015,1.9753007790869481,9881
NC_003070.9,3810000,34.920002,0.01489118,1.9331892436748976,9970
NC_003070.9,3820000,39.809998,-0.03340869,1.9693600601553947,9970
NC_003070.9,3830000,34.65,0.01067821,1.9289541267035113,9961
NC_003070.9,3840000,37.59,0.024740623,1.954480152722362,9970
NC_003070.9,3850000,39.28,-0.017311608,1.9656944878449885,9970
NC_003070.9,3860000,31.52,0.047588833,1.8985058495475964,9529
NC_003070.9,3870000,40.19,-0.026125902,1.9716462852625023,9967
NC_003070.9,3880000,36.809998,0.014941592,1.9491153522333435,9970
NC_003070.9,3890000,33.829998,-0.011528229,1.9231336104424677,9970
NC_003070.9,3900000,35.87,0.11959855,1.9376898660594493,9970
NC_003070.9,3910000,36.07,0.044080954,1.9415201879051003,9970
NC_003070.9,3920000,36.35,0.018431911,1.9432552394801745,9970
NC_003070.9,3930000,33.37,0.0032963739,1.9186242741205228,9970
NC_003070.9,3940000,32.38,0.012353305,1.9084276712276034,9966
NC_003070.9,3950000,35.65,0.10631136,1.9365651316464,9965
NC_003070.9,3960000,37.760002,0.11493644,1.9516934949177562,9970
NC_003070.9,3970000,36.07,-0.02800111,1.9428343328570186,9970
NC_003070.9,3980000,36.68,-0.04252999,1.9448307171884296,9966
NC_003070.9,3990000,36.97,-0.043548822,1.9494259271585972,9808
NC_003070.9,4000000,36.79,0.06876869,1.9477625728269166,9970
NC_003070.9,4010000,38.98,0.023088764,1.964424694099048,9970
NC_003070.9,4020000,38.48,-0.025467776,1.9611646953431523,9948
NC_003070.9,4030000,35.24,-0.0005675369,1.9359870945421007,9970
NC_003070.9,4040000,35.87,-0.044326734,1.940057157806279,9970
NC_003070.9,4050000,36.239998,0.015452539,1.9430619607149446,9970
